Order Number,Purchase Confirmation Date
201707059143186 ,20170716
201707079270734 ,20170712
201707039069941 ,20170703
201707079294036 ,20170711
201707240064831 ,20170724
201707018885100 ,20170701
201707059160493 ,20170710
201707169752637 ,20170716
201707129593001 ,20170712
201707220028215 ,20170729
201707199897643 ,20170724
201707018910248 ,20170712
201707280259167 ,20170729
201707018903497 ,20170706
201707089335906 ,20170708
201707159714233 ,20170721
201707240072754 ,20170724
201707179787890 ,20170719
201707310363309 ,20170808
201707209916501 ,20170722
201707159702969 ,20170718
201707149701733 ,20170720
201707079297934 ,20170707
201707069207192 ,20170706
201708100729816 ,20170816
201708020477675 ,20170802
201708100739069 ,20170831
201708301215914 ,20170831
201708020473538 ,20170802
201708120785575 ,20170812
201708200989337 ,20170825
201708090686380 ,20170809
201708070648135 ,20170807
201708170917901 ,20170817
201708140839412 ,20170818
201708030505852 ,20170803
201708080652409 ,20170808
201708070635291 ,20170807
201708160903129 ,20170816
201708231058154 ,20170830
201708040550178 ,20170812
201708180949997 ,20170825
201708060602886 ,20170810
201708090707027 ,20170809
201708120799063 ,20170812
201708180936750 ,20170818
201707310368697 ,20170802
201708210995486 ,20170821
201708150881175 ,20170815
201708080675422 ,20170808
201708070611946 ,20170812
201708130811453 ,20170813
201708150873315 ,20170815
201708070638949 ,20170807
201708090696728 ,20170809
201708020440066 ,20170808
201708020479012 ,20170809
201708231070138 ,20170823
201708050576650 ,20170806
201708160897729 ,20170816
201708180935771 ,20170818
201708211009748 ,20170821
201708100718427 ,20170810
201707310364826 ,20170808
201708070634461 ,20170807
201708100744442 ,20170810
201708140855009 ,20170814
201708070613754 ,20170816
201708050580146 ,20170805
201708221033317 ,20170822
201708080654849 ,20170808
201708060605895 ,20170806
201708251107861 ,20170825
201708030495742 ,20170803
201708301210691 ,20170831
201708190973029 ,20170819
201708251106160 ,20170825
201709241726955 ,20171003
201709051355415 ,20170907
201709291829484 ,20171006
201709161605385 ,20170921
201709231715820 ,20170930
201709041332720 ,20170912
201709021284236 ,20170902
201709281799043 ,20171004
201709291817841 ,20171004
201709131535628 ,20170920
201709111505050 ,20170911
201709021280148 ,20170909
201709151580125 ,20170923
201709051371136 ,20170913
201709091476086 ,20170910
201709211693709 ,20170921
201709241728362 ,20170928
201709011269834 ,20170901
201709221696866 ,20170922
201709281813278 ,20171005
201709071416706 ,20170907
201709251758411 ,20170929
201709261767604 ,20171002
201709241735160 ,20171003
201709081436966 ,20170914
201709281805032 ,20170928
201709021293685 ,20170902
201709021279340 ,20170902
201709131545702 ,20170913
201709251741872 ,20170925
201708291204331 ,20170907
201709071410697 ,20170925
201709091466555 ,20170915
201709011272883 ,20170907
201708311242036 ,20170908
201709181630100 ,20170925
201709211687957 ,20170921
201709121519715 ,20170916
201709121522464 ,20170912
201709161596583 ,20170916
201709131555537 ,20170921
201709111511251 ,20170919
201709171623603 ,20170926
201709241739249 ,20170929
201709141557588 ,20170914
201709281802833 ,20171003
201709011263387 ,20170901
201709051368630 ,20171009
201709251758881 ,20170927
201709011267682 ,20170901
201709181632872 ,20170926
201709011258185 ,20170909
201710262212621 ,20171026
201710222159049 ,20171031
201710232172964 ,20171028
201710272226825 ,20171102
201710182107722 ,20171022
201710252201535 ,20171101
201710132034295 ,20171020
201710202136743 ,20171027
201710202141475 ,20171023
201710152063998 ,20171020
201710202139046 ,20171025
201710101990100 ,20171017
201710101985203 ,20171017
201710272232926 ,20171027
201710172098754 ,20171024
201710202142148 ,20171020
201710232174520 ,20171101
201710091965061 ,20171009
201710091970173 ,20171009
201710101995186 ,20171010
201710302263146 ,20171104
201710021863907 ,20171007
201710292252592 ,20171029
201710031882878 ,20171011
201710122015477 ,20171012
201710142049022 ,20171014
201710101978529 ,20171010
201710051909143 ,20171011
201710222160928 ,20171026
201710302259024 ,20171102
201710282244347 ,20171104
201710242193749 ,20171030
201710202146408 ,20171025
201710182112588 ,20171031
201710132034461 ,20171013
201710232168839 ,20171028
201710312279808 ,20171108
201710061930700 ,20171012
201710172097312 ,20171017
201710292253807 ,20171029
201710252200796 ,20171102
201710232175760 ,20171029
201710011852146 ,20171001
201710252210316 ,20171025
201709291818040 ,20171007
201710262222550 ,20171026
201710101977628 ,20171012
201710262220433 ,20171030
201710172089323 ,20171017
201710101991531 ,20171010
201710192124559 ,20171019
201710202134098 ,20171028
201711032326561 ,20171108
201711122460247 ,20171118
201711012286716 ,20171103
201711132475456 ,20171113
201711112442595 ,20171117
201711112451540 ,20171117
201711232601633 ,20171130
201711212578670 ,20171128
201711212580900 ,20171128
201711182541422 ,20171120
201711242617133 ,20171206
201711262638198 ,20171126
201711232608867 ,20171127
201711062364615 ,20171108
201711022317487 ,20171108
201711292683798 ,20171204
201711272649782 ,20171204
201711182542277 ,20171118
201711122458697 ,20171112
201711122462857 ,20171117
201711212582136 ,20171121
201711052352965 ,20171110
201711032333103 ,20171103
201711192553543 ,20171119
201711062370997 ,20171106
201711072384354 ,20171115
201711132475521 ,20171117
201711122461772 ,20171122
201711132464541 ,20171117
201711102424567 ,20171121
201711212575800 ,20171127
201711262634833 ,20171129
201711092405515 ,20171115
201711222592977 ,20171129
201711282656794 ,20171202
201711292677982 ,20171206
201711192550283 ,20171128
201711122463207 ,20171117
201711112444463 ,20171111
201711142487776 ,20171120
201711242616872 ,20171125
201711032330599 ,20171103
201711152500341 ,20171122
201711252631563 ,20171130
201711062364846 ,20171106
201711092406947 ,20171115
201711232599814 ,20171123
201712032724694 ,20171203
201712032722570 ,20171203
201711292682274 ,20171209
201712062761630 ,20171206
201712082791786 ,20171208
201712082798547 ,20171211
201712022712728 ,20171209
201712042736828 ,20171209
201712062763065 ,20171206
201712032720710 ,20171207
201712022717482 ,20171209
201712042734361 ,20171204
201712012707013 ,20171209
201712082787226 ,20171210
201712072776575 ,20171207
201712082789949 ,20171208
201712062763988 ,20171208
201712042730923 ,20171204
201712022714427 ,20171207
201712092801794 ,20171209
201711302684637 ,20171206
201712082792002 ,20171208
201711302684492 ,20171207
201712082788673 ,20171208
201712012707217 ,20171206
201712072786566 ,20171207
201712042738983 ,20171204
201712042730455 ,20171208
201712022719515 ,20171202
201712032726510 ,20171203
201712072785763 ,20171207
201712062771450 ,20171206
201712082786793 ,20171208
201712042730510 ,20171204
201712032724789 ,20171203
201712052752199 ,20171212
201712122845571 ,20171212
201712052746064 ,20171205
201712092805459 ,20171209
201712102820438 ,20171212
201712042731346 ,20171204
201712092808235 ,20171209
201712042737832 ,20171212
201712092801121 ,20171209
201712112832968 ,20171211
201712122851094 ,20171212
201712102810674 ,20171210
201710172101813 ,20171017
201710172093552 ,20171017
201710202140998 ,20171023
201710122022449 ,20171021
201710111999064 ,20171013
201710182107176 ,20171018
201710212151185 ,20171024
201710182109836 ,20171027
201710091970299 ,20171009
201710111996802 ,20171020
201710192126919 ,20171102
201710162087331 ,20171016
201710162083513 ,20171016
201710081949996 ,20171014
201710021860316 ,20171002
201710011855925 ,20171001
201710071941103 ,20171007
201710122016342 ,20171021
201710101988927 ,20171010
201710272233009 ,20171104
201710152067682 ,20171019
201710212150329 ,20171021
201710182114320 ,20171018
201710142051858 ,20171014
201710232177076 ,20171027
201711212575306 ,20171129
201711042341614 ,20171104
201711152498290 ,20171122
201711282668290 ,20171128
201711062371228 ,20171106
201711292673215 ,20171209
201711042342464 ,20171104
201711052349208 ,20171110
201711262632422 ,20171201
201711162521446 ,20171124
201711052348383 ,20171114
201711152497091 ,20171122
201711272643756 ,20171127
201711042339331 ,20171108
201711132467401 ,20171121
201711082398812 ,20171115
201711262637667 ,20171126
201711032328959 ,20171108
201711212572801 ,20171121
201711212577548 ,20171125
201711182542546 ,20171118
201711072378418 ,20171107
201711062364712 ,20171114
201711232599990 ,20171123
201711072374911 ,20171110
201711012288750 ,20171101
201711042343907 ,20171107
201711012288965 ,20171108
201711102424049 ,20171110
201711172526271 ,20171122
201711142485923 ,20171118
201711132474748 ,20171208
201711152508761 ,20171115
201711022308776 ,20171102
201711132475619 ,20171113
201711162518326 ,20171124
201711062366569 ,20171114
201711282656615 ,20171202
201711172528687 ,20171121
201711132468958 ,20171122
201711092413041 ,20171116
201711022307808 ,20171110
201711012298859 ,20171101
201711152504213 ,20171122
201711032329463 ,20171109
201711182542647 ,20171118
201711032321525 ,20171113
201711062362227 ,20171106
201711102429811 ,20171110
201711012296187 ,20171101
201712022710589 ,20171202
201711302693528 ,20171208
201712082790843 ,20171208
201712042741822 ,20171212
201712012699146 ,20171201
201712072774527 ,20171207
201712012699359 ,20171205
201712092809870 ,20171209
201712042731219 ,20171204
201712042731474 ,20171208
201712032721879 ,20171206
201712072774565 ,20171212
201712022711283 ,20171202
201712082793288 ,20171208
201712042731225 ,20171204
201712042736864 ,20171204
201712042735923 ,20171204
201712062767225 ,20171208
201712072775875 ,20171207
201712012698004 ,20171209
201712022709835 ,20171202
201712042734439 ,20171204
201712072786235 ,20171207
201712042734168 ,20171204
201712062765663 ,20171208
201712092805454 ,20171209
201712082798938 ,20171208
201712122849229 ,20171212
201712022718160 ,20171202
201712102810483 ,20171210
201712072775407 ,20171207
201712082787939 ,20171208
201712122847791 ,20171212
201712112837341 ,20171211
201712042740138 ,20171210
201712062768355 ,20171212
201712022715548 ,20171202
201712052759425 ,20171205
201712062761493 ,20171206
201712092805149 ,20171209
201712042744502 ,20171207
201712052753601 ,20171208
201712012699275 ,20171201
201712012707816 ,20171201
201712092803043 ,20171209
201712052752662 ,20171209
201712022719678 ,20171203
201710071938319 ,20171007
201710312275252 ,20171107
201710312273470 ,20171107
201710172099968 ,20171017
201710101990098 ,20171017
201710252207405 ,20171025
201710282238107 ,20171028
201710302264046 ,20171102
201710081957258 ,20171017
201710232177752 ,20171023
201710112004867 ,20171018
201710162086444 ,20171016
201710021862130 ,20171002
201710111996764 ,20171020
201710132038255 ,20171013
201710162084030 ,20171016
201710051903562 ,20171005
201710202143251 ,20171023
201711262636130 ,20171206
201711102426091 ,20171116
201711142491435 ,20171114
201711122457426 ,20171115
201711182538294 ,20171118
201711062362846 ,20171106
201711172524508 ,20171117
201711122455492 ,20171118
201711172524091 ,20171207
201711072387819 ,20171109
201711042338239 ,20171111
201710312281396 ,20171107
201711022312394 ,20171102
201711052347750 ,20171110
201711062372282 ,20171106
201711062360800 ,20171110
201711282669762 ,20171128
201711302686072 ,20171206
201711162517560 ,20171123
201711142491880 ,20171114
201711072384008 ,20171107
201711122455905 ,20171112
201711072377357 ,20171114
201711022314803 ,20171110
201711102432073 ,20171116
201711032331013 ,20171103
201711032326790 ,20171103
201711272649798 ,20171129
201711292676957 ,20171208
201711212579429 ,20171129
201711272649951 ,20171205
201711042344629 ,20171110
201711242614936 ,20171127
201711242619305 ,20171124
201711292682686 ,20171129
201711032332158 ,20171108
201711102424394 ,20171117
201711252624403 ,20171125
201711262639734 ,20171209
201711252624196 ,20171205
201711152500047 ,20171123
201711012288048 ,20171103
201711202568606 ,20171125
201711242609015 ,20171201
201711252623958 ,20171205
201711132472459 ,20171113
201711062369604 ,20171114
201711302686978 ,20171207
201711112441961 ,20171123
201711152508987 ,20171122
201711092416991 ,20171116
201712122846702 ,20171212
201712072783945 ,20171207
201712012706085 ,20171201
201712112839235 ,20171211
201712032723808 ,20171204
201711282656987 ,20171207
201712052744983 ,20171205
201712022710677 ,20171202
201712112822800 ,20171211
201712032723406 ,20171205
201712102812999 ,20171210
201712022713267 ,20171202
201712072781117 ,20171207
201712012707214 ,20171201
201712082792148 ,20171208
201712072784689 ,20171207
201712072780460 ,20171211
201712112838406 ,20171211
201712042734732 ,20171212
201712052751518 ,20171207
201712072775467 ,20171207
201712062769370 ,20171212
201712052757371 ,20171207
201712052756627 ,20171210
201712062771686 ,20171206
201712012700409 ,20171209
201712112841885 ,20171211
201712012703946 ,20171201
201712032721316 ,20171203
201712082788105 ,20171208
201712102811312 ,20171210
201712102815279 ,20171210
201712042740158 ,20171204
201712082795690 ,20171208
201712082797038 ,20171208
201712052749757 ,20171205
201712122854152 ,20171212
201712072780767 ,20171211
201712112836997 ,20171211
201712052757905 ,20171205
201712062772180 ,20171206
201712052746714 ,20171208
201712052756128 ,20171205
201712042730877 ,20171204
201712092804957 ,20171211
201712042732626 ,20171209
201712072775462 ,20171207
201712032725305 ,20171203
201712042736555 ,20171208
201712072782351 ,20171212
201706308873845 ,20170711
201707149689107 ,20170721
201707109473357 ,20170713
201707109428271 ,20170710
201707159732164 ,20170715
201707149673484 ,20170714
201707139634643 ,20170713
201707159729397 ,20170715
201707039072315 ,20170706
201707229996165 ,20170801
201707179804392 ,20170722
201707199900216 ,20170721
201707018896802 ,20170701
201707089358983 ,20170708
201707079267957 ,20170707
201707250121276 ,20170728
201707250120218 ,20170729
201707039042305 ,20170709
201707119487537 ,20170721
201706278674250 ,20170704
201707069243950 ,20170706
201707119521101 ,20170711
201707018915999 ,20170701
201707069182796 ,20170706
201707099401609 ,20170712
201707079297232 ,20170707
201707260168292 ,20170726
201707300345396 ,20170730
201707139646221 ,20170719
201707089373088 ,20170712
201707199890343 ,20170727
201706298773979 ,20170714
201707018936707 ,20170701
201707049116701 ,20170710
201707240070056 ,20170726
201707129574507 ,20170712
201707250112722 ,20170727
201707049115793 ,20170704
201707039050000 ,20170703
201707179782996 ,20170719
201707280242587 ,20170728
201707119513800 ,20170713
201707018922622 ,20170701
201707028964754 ,20170702
201707240086751 ,20170724
201707240066952 ,20170729
201707039033049 ,20170703
201707199907703 ,20170719
201707199896066 ,20170728
201707069204827 ,20170715
201707159731816 ,20170715
201707119514015 ,20170815
201707159723229 ,20170720
201708281175396 ,20170901
201708200984110 ,20170822
201708160904287 ,20170816
201708140832498 ,20170822
201708060589972 ,20170806
201708080666204 ,20170808
201708140846986 ,20170814
201708060597997 ,20170807
201708251117892 ,20170830
201708221048883 ,20170822
201708080664350 ,20170808
201708160896021 ,20170823
201708020453984 ,20170802
201708030497249 ,20170803
201708291201646 ,20170919
201708010410897 ,20170801
201708070632816 ,20170807
201708130824409 ,20170822
201708200982927 ,20170830
201708050555587 ,20170812
201708271162913 ,20170828
201708210999710 ,20170821
201708210993771 ,20170821
201708060587383 ,20170811
201708180936011 ,20170825
201708281172827 ,20170828
201708251111584 ,20170907
201708170909528 ,20170817
201708080662149 ,20170815
201708040521037 ,20170804
201708030492483 ,20170809
201708150865014 ,20170823
201708271162250 ,20170908
201708281174307 ,20170828
201708150875131 ,20170815
201708070626312 ,20170812
201708020439510 ,20170802
201708190972260 ,20170819
201708180931637 ,20170818
201708100729039 ,20170810
201708281172148 ,20170828
201708120802608 ,20170812
201708050564142 ,20170805
201708070625936 ,20170807
201708231068919 ,20170823
201708020458864 ,20170810
201708010405807 ,20170801
201708271146844 ,20170827
201708010412612 ,20170801
201708231073552 ,20170823
201708100716342 ,20170822
201708100740717 ,20170810
201708251124922 ,20170830
201708020451292 ,20170809
201709051373023 ,20170913
201709141564019 ,20170920
201709141572277 ,20170923
201709041323100 ,20170912
201709041333752 ,20170908
201709051375879 ,20170913
201709041324072 ,20170908
201709071409993 ,20170907
201709181631048 ,20170921
201709041326702 ,20170905
201709071414947 ,20170910
201709281806977 ,20171002
201709201679485 ,20170922
201709181629293 ,20170918
201709151585440 ,20170920
201709121524976 ,20170927
201709151590245 ,20170921
201709041325365 ,20170913
201709151576634 ,20171011
201709041320233 ,20170911
201709141563373 ,20170914
201709071415772 ,20170913
201709181634560 ,20170922
201709231720330 ,20171003
201709161606106 ,20170927
201709281808403 ,20171004
201709141556985 ,20170916
201709221702294 ,20170922
201709291822825 ,20170929
201709251741155 ,20170930
201709231719471 ,20170928
201709261774936 ,20171001
201709091469412 ,20170913
201709261774566 ,20171003
201709131541576 ,20170920
201709061386652 ,20170906
201709121531988 ,20170914
201709251753376 ,20170930
201709121529830 ,20171003
201709061399044 ,20170906
201709041320757 ,20170904
201709111502180 ,20170911
201709021293044 ,20170908
201709021281395 ,20170902
201709201665563 ,20170926
201709181628417 ,20170921
201709231720465 ,20170925
201709111509650 ,20170919
201709071413784 ,20170907
201709111494143 ,20170916
201709211683651 ,20170921
201708291193460 ,20170912
201709221701911 ,20170928
201710162076450 ,20171018
201710101981163 ,20171010
201710192126717 ,20171102
201710312272945 ,20171107
201710122024421 ,20171021
201710071938026 ,20171013
201710122020916 ,20171012
201710252203713 ,20171101
201710041888204 ,20171004
201710011854986 ,20171001
201710051912301 ,20171011
201710031874020 ,20171006
201710061922327 ,20171012
201710262223672 ,20171101
201710071941008 ,20171013
201710202142459 ,20171028
201710101995732 ,20171015
201710031871951 ,20171011
201710182105663 ,20171024
201710292252728 ,20171101
201710142049342 ,20171019
201710242195891 ,20171102
201710242185329 ,20171024
201710031878802 ,20171011
201710302261643 ,20171030
201710162078136 ,20171016
201710091959511 ,20171009
201710071936225 ,20171007
201710252203533 ,20171031
201710152064376 ,20171020
201710202146245 ,20171026
201710172099298 ,20171017
201710112011753 ,20171011
201710101981362 ,20171017
201710162073255 ,20171016
201710272225042 ,20171108
201710132032854 ,20171013
201710172099569 ,20171017
201710212156996 ,20171021
201710182117562 ,20171024
201711062363094 ,20171110
201711032322274 ,20171104
201711162518108 ,20171122
201711112440547 ,20171116
201711192555788 ,20171119
201711012287734 ,20171108
201711052351264 ,20171116
201711242613372 ,20171201
201711172523917 ,20171117
201711182537270 ,20171124
201711032326328 ,20171103
201711022316876 ,20171102
201711262640574 ,20171201
201711232598892 ,20171130
201711272652541 ,20171127
201711112437535 ,20171114
201711052353836 ,20171111
201711142483255 ,20171115
201711042343060 ,20171104
201711292678635 ,20171206
201711202565839 ,20171129
201711242616525 ,20171126
201711082401209 ,20171118
201711252624713 ,20171207
201711142488220 ,20171121
201711242619283 ,20171124
201711102423331 ,20171110
201711142481588 ,20171121
201711072378118 ,20171110
201711012286530 ,20171108
201711272654928 ,20171207
201711052350693 ,20171107
201711292678090 ,20171129
201711062359193 ,20171111
201711042343561 ,20171104
201711152495455 ,20171128
201711072378390 ,20171111
201711112449481 ,20171204
201711202561146 ,20171122
201711282663186 ,20171128
201711012290489 ,20171104
201711052353653 ,20171111
201711112437522 ,20171116
201711222592758 ,20171201
201711292679612 ,20171129
201711162520869 ,20171124
201711172529727 ,20171125
201711072382983 ,20171107
201711052355288 ,20171105
201711052358104 ,20171114
201711082389578 ,20171114
201711172533515 ,20171117
201712012707941 ,20171201
201712022717607 ,20171206
201712042733777 ,20171209
201712082796386 ,20171208
201712092802716 ,20171209
201712052755722 ,20171205
201712042739038 ,20171212
201712052748963 ,20171205
201712122854882 ,20171212
201712102814634 ,20171210
201712122852429 ,20171212
201712082799399 ,20171212
201712012706747 ,20171201
201712012699952 ,20171204
201712112840873 ,20171211
201712022709696 ,20171202
201712012697683 ,20171201
201712052749236 ,20171205
201712042737924 ,20171209
201712012701025 ,20171201
201712012703819 ,20171201
201712082794018 ,20171208
201712022713453 ,20171202
201712012699069 ,20171205
201712042732190 ,20171212
201712112823482 ,20171211
201712022713016 ,20171202
201712052751568 ,20171209
201712042743350 ,20171204
201712042742604 ,20171204
201712112829331 ,20171211
201712072784570 ,20171207
201712032724919 ,20171209
201712092799707 ,20171209
201712022718409 ,20171209
201712072784158 ,20171207
201712112832606 ,20171211
201712042732259 ,20171205
201712112838129 ,20171211
201712082787950 ,20171208
201712062761904 ,20171207
201712092800371 ,20171209
201712112831899 ,20171211
201712082788778 ,20171208
201712072781096 ,20171211
201712062765224 ,20171206
201712012707417 ,20171204
201707199893765 ,20170727
201707139624844 ,20170713
201707089329131 ,20170714
201707089321087 ,20170712
201707109442149 ,20170710
201707139609852 ,20170713
201707018903900 ,20170701
201707018886652 ,20170701
201707069206141 ,20170714
201707149695465 ,20170718
201707240088616 ,20170724
201707069222247 ,20170706
201707069225477 ,20170706
201707260156891 ,20170726
201707290311854 ,20170809
201707059165286 ,20170712
201707149667451 ,20170718
201707119498456 ,20170721
201707290308726 ,20170729
201707079290306 ,20170707
201707049138887 ,20170704
201707280252714 ,20170728
201707069196768 ,20170706
201707159720507 ,20170719
201707260154751 ,20170726
201707310359224 ,20170731
201707039056271 ,20170703
201706308880548 ,20170705
201707189847900 ,20170726
201707049136185 ,20170712
201707209924663 ,20170720
201707049104279 ,20170710
201707270236092 ,20170808
201707240067625 ,20170724
201707089352378 ,20170714
201707069221454 ,20170715
201707079317614 ,20170707
201707038998641 ,20170703
201707028976096 ,20170708
201707109430755 ,20170710
201707159710329 ,20170715
201707039004339 ,20170703
201707129556429 ,20170719
201707109481077 ,20170714
201707280268035 ,20170728
201707089355000 ,20170718
201707199880144 ,20170728
201707199884078 ,20170719
201707049090147 ,20170710
201708221046202 ,20170824
201708150857070 ,20170818
201708140833954 ,20170814
201708120794444 ,20170816
201708281165539 ,20170828
201708040527993 ,20170809
201708150875502 ,20170815
201708040552317 ,20170817
201708170908422 ,20170824
201708221046402 ,20170822
201708050579629 ,20170805
201708180942848 ,20170823
201708030508222 ,20170803
201708221036702 ,20170823
201708221041188 ,20170826
201708261141037 ,20170826
201708100732087 ,20170810
201708030502564 ,20170808
201708281169998 ,20170830
201708110765560 ,20170821
201708110765763 ,20170811
201708120788573 ,20170812
201708020445538 ,20170802
201708040541519 ,20170810
201707310365149 ,20170810
201708120783869 ,20170823
201708100717730 ,20170810
201708070629953 ,20170825
201708231063489 ,20170830
201708261134482 ,20170906
201708261134926 ,20170826
201708080677484 ,20170816
201708261134380 ,20170831
201708120794289 ,20170822
201708150878241 ,20170815
201708070633322 ,20170807
201708261144290 ,20170906
201708170919274 ,20170817
201708100728032 ,20170810
201708170915638 ,20170817
201708110757793 ,20170811
201708190973096 ,20170819
201708110755533 ,20170811
201708070612065 ,20170807
201708050565383 ,20170805
201708090703723 ,20170809
201708211013934 ,20170826
201708050577796 ,20170805
201708070619239 ,20170807
201708050570896 ,20170805
201708050556114 ,20170805
201708030507745 ,20170809
201708130822873 ,20170813
201708020452139 ,20170809
201707310364987 ,20170809
201709241739010 ,20170929
201709111499370 ,20170920
201709211683603 ,20170929
201709081439127 ,20170918
201709231721389 ,20171003
201709051368109 ,20170916
201709211682303 ,20170928
201709281799213 ,20170928
201709181638123 ,20170923
201709121517271 ,20170913
201709281796690 ,20171002
201709141558719 ,20170914
201709301840503 ,20170930
201709251742800 ,20170927
201709091472938 ,20170909
201709071416975 ,20170914
201709231725381 ,20170929
201709151589599 ,20170921
201709041318687 ,20170907
201709281803866 ,20171003
201709271787580 ,20171004
201709221700280 ,20170928
201709101480167 ,20170914
201709011275102 ,20170901
201709121526060 ,20170912
201709011273849 ,20170904
201709191650898 ,20170919
201709231714554 ,20170927
201709131542645 ,20170920
201709281799997 ,20171005
201709291832419 ,20171004
201709071423365 ,20170907
201709271786247 ,20171003
201709161597549 ,20170923
201709271793796 ,20170927
201709111509181 ,20170911
201709261776527 ,20170926
201709061397085 ,20170906
201709101488021 ,20170919
201709291817526 ,20171004
201709041333354 ,20170909
201709241734824 ,20170929
201709061398011 ,20170914
201709061391925 ,20170906
201709251742512 ,20170929
201709151582556 ,20170915
201709091475973 ,20170916
201709251752069 ,20170925
201709111502633 ,20170911
201709061392587 ,20170909
201710302270389 ,20171104
201710272227829 ,20171102
201710152067030 ,20171019
201710031882413 ,20171011
201710061923818 ,20171013
201710302263789 ,20171031
201710152065900 ,20171021
201710272231526 ,20171104
201710232176821 ,20171023
201710051906632 ,20171012
201710202141398 ,20171027
201710051905760 ,20171011
201710142049446 ,20171026
201710091967108 ,20171013
201710101992996 ,20171018
201710182106192 ,20171019
201710182115116 ,20171018
201710051914076 ,20171011
201710312273348 ,20171103
201710031883398 ,20171006
201710242190941 ,20171024
201710071939791 ,20171017
201710302266564 ,20171108
201710172088476 ,20171021
201710222167917 ,20171027
201710142058046 ,20171014
201710021857148 ,20171007
201710242185197 ,20171024
201710212150352 ,20171023
201710202133846 ,20171020
201710302263164 ,20171031
201707179798467 ,20170721
201707119496348 ,20170721
201707129568356 ,20170718
201707270235484 ,20170804
201707189832808 ,20170726
201707260189375 ,20170726
201707179784299 ,20170717
201707149678983 ,20170714
201707119515197 ,20170711
201707199879577 ,20170725
201707049115656 ,20170711
201707219984254 ,20170727
201707079274975 ,20170712
201707049123555 ,20170704
201707209909923 ,20170720
201707069181564 ,20170707
201707069179625 ,20170710
201707119502615 ,20170717
201707099402988 ,20170719
201707069181892 ,20170714
201707199900854 ,20170723
201707069247455 ,20170706
201707220008421 ,20170722
201707250121911 ,20170725
201707270235854 ,20170727
201707159717539 ,20170715
201707310356655 ,20170731
201707139607619 ,20170713
201707039054278 ,20170703
201707260171114 ,20170802
201707139608363 ,20170717
201707069240167 ,20170706
201707159741249 ,20170716
201707139631728 ,20170717
201707039013841 ,20170703
201707139605914 ,20170713
201707129596810 ,20170712
201707049092873 ,20170704
201707069232036 ,20170712
201707290318933 ,20170729
201707290313963 ,20170729
201707280260095 ,20170802
201707119514582 ,20170711
201707310358652 ,20170804
201707049086154 ,20170712
201707119544496 ,20170718
201707199880377 ,20170719
201707149695055 ,20170720
201707089337170 ,20170711
201707199874147 ,20170723
201707310365251 ,20170731
201707260150421 ,20170727
201708221046320 ,20170824
201708231068196 ,20170912
201708110760437 ,20170817
201708010419940 ,20170809
201708040537842 ,20170811
201708030497020 ,20170809
201708120781287 ,20170813
201708100733268 ,20170810
201708301212564 ,20170906
201708050554189 ,20170805
201708251115105 ,20170825
201708030511742 ,20170805
201708170922536 ,20170817
201708170917382 ,20170817
201708251119656 ,20170825
201707310352480 ,20170801
201708251110615 ,20170825
201708180933355 ,20170821
201708020477698 ,20170805
201708241098612 ,20170824
201708100745183 ,20170817
201708010426281 ,20170801
201708020444721 ,20170802
201708120802862 ,20170813
201708120790106 ,20170812
201708130817684 ,20170813
201708040539086 ,20170804
201708200976908 ,20170829
201708030491152 ,20170803
201708080669525 ,20170808
201708010427717 ,20170810
201708100730740 ,20170814
201708070612037 ,20170807
201708010405477 ,20170801
201708190964386 ,20170821
201708110753424 ,20170811
201708030491394 ,20170803
201708010400408 ,20170809
201708271148937 ,20170827
201708231080470 ,20170823
201708020476628 ,20170802
201708130810980 ,20170813
201708100735039 ,20170810
201708120784733 ,20170812
201708110756962 ,20170811
201708140852963 ,20170815
201708160888353 ,20170816
201708261130375 ,20170905
201708120790751 ,20170812
201708150876034 ,20170815
201708060590005 ,20170806
201708160892711 ,20170816
201708040537147 ,20170809
201708241093928 ,20170824
201708010400210 ,20170805
201708241086506 ,20170830
201709221698034 ,20170922
201709041314677 ,20170904
201709021277856 ,20170902
201709291821333 ,20171005
201709281799176 ,20170928
201709191646502 ,20170929
201709081438520 ,20170911
201709061399256 ,20170913
201709091462833 ,20170913
201709051375526 ,20170909
201709141564439 ,20170914
201709301838001 ,20171017
201709111510422 ,20170914
201709131545752 ,20170918
201709241729054 ,20170924
201709221702941 ,20170928
201709271788235 ,20170927
201709061380162 ,20170906
201709091470102 ,20170914
201709071408871 ,20171026
201709111508096 ,20170911
201709271789555 ,20170927
201709051352775 ,20170910
201709191654703 ,20170930
201709071406409 ,20170914
201709081438578 ,20170915
201709101488089 ,20170919
201709061391391 ,20170906
201709081423650 ,20170908
201709111512011 ,20170911
201709031298987 ,20170911
201709281806838 ,20170928
201709081426117 ,20170919
201709241734580 ,20170924
201709111492788 ,20170914
201709181635829 ,20170926
201709261775101 ,20171004
201709101486116 ,20170915
201709041324506 ,20170908
201709281812127 ,20170928
201709181642693 ,20170925
201709011268551 ,20170901
201709201666585 ,20170920
201709041318971 ,20170909
201709141572968 ,20170920
201709051377635 ,20170912
201709291824724 ,20171005
201709161605744 ,20170922
201709021286254 ,20170902
201709161604179 ,20170921
201710162071125 ,20171020
201710071941548 ,20171010
201710152064207 ,20171026
201710061929458 ,20171009
201710232180050 ,20171101
201710272232773 ,20171108
201710172092993 ,20171024
